Notes,Census Region,Census Region Code,Sex,Sex Code,Ten-Year Age Groups,Ten-Year Age Groups Code,Year,Year Code,Month,Month Code,Deaths,Population,Crude Rate,source_file,year_start,year_end
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2005,2005,"Jun., 2005",2005/06,113,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2005,2005,"Jul., 2005",2005/07,117,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2005,2005,"Aug., 2005",2005/08,118,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2005,2005,"Sep., 2005",2005/09,114,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2005,2005,"Oct., 2005",2005/10,110,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2005,2005,"Nov., 2005",2005/11,110,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2005,2005,"Dec., 2005",2005/12,96,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Jan., 2006",2006/01,127,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Feb., 2006",2006/02,117,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Mar., 2006",2006/03,129,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Apr., 2006",2006/04,139,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"May, 2006",2006/05,121,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Jun., 2006",2006/06,140,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Jul., 2006",2006/07,119,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Aug., 2006",2006/08,131,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Sep., 2006",2006/09,132,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Oct., 2006",2006/10,121,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Nov., 2006",2006/11,123,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2006,2006,"Dec., 2006",2006/12,110,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Jan., 2007",2007/01,130,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Feb., 2007",2007/02,123,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Mar., 2007",2007/03,129,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Apr., 2007",2007/04,119,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"May, 2007",2007/05,126,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Jun., 2007",2007/06,121,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Jul., 2007",2007/07,129,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Aug., 2007",2007/08,112,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Sep., 2007",2007/09,119,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Oct., 2007",2007/10,139,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Nov., 2007",2007/11,121,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2007,2007,"Dec., 2007",2007/12,125,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Jan., 2008",2008/01,116,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Feb., 2008",2008/02,132,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Mar., 2008",2008/03,156,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Apr., 2008",2008/04,151,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"May, 2008",2008/05,129,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Jun., 2008",2008/06,117,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Jul., 2008",2008/07,122,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Aug., 2008",2008/08,116,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Sep., 2008",2008/09,105,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Oct., 2008",2008/10,139,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Nov., 2008",2008/11,115,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2008,2008,"Dec., 2008",2008/12,116,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Jan., 2009",2009/01,120,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Feb., 2009",2009/02,115,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Mar., 2009",2009/03,145,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Apr., 2009",2009/04,119,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"May, 2009",2009/05,118,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Jun., 2009",2009/06,117,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Jul., 2009",2009/07,117,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Aug., 2009",2009/08,124,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Sep., 2009",2009/09,134,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Oct., 2009",2009/10,110,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Nov., 2009",2009/11,103,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2009,2009,"Dec., 2009",2009/12,109,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Jan., 2010",2010/01,119,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Feb., 2010",2010/02,140,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Mar., 2010",2010/03,131,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Apr., 2010",2010/04,116,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"May, 2010",2010/05,132,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Jun., 2010",2010/06,125,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Jul., 2010",2010/07,120,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Aug., 2010",2010/08,132,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Sep., 2010",2010/09,100,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Oct., 2010",2010/10,119,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Nov., 2010",2010/11,114,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,35-44 years,35-44,2010,2010,"Dec., 2010",2010/12,109,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Jan., 1999",1999/01,37,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Feb., 1999",1999/02,32,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Mar., 1999",1999/03,43,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Apr., 1999",1999/04,30,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"May, 1999",1999/05,45,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Jun., 1999",1999/06,36,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Jul., 1999",1999/07,34,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Aug., 1999",1999/08,50,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Sep., 1999",1999/09,34,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Oct., 1999",1999/10,57,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Nov., 1999",1999/11,39,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,1999,1999,"Dec., 1999",1999/12,50,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Jan., 2000",2000/01,45,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Feb., 2000",2000/02,48,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Mar., 2000",2000/03,50,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Apr., 2000",2000/04,58,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"May, 2000",2000/05,58,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Jun., 2000",2000/06,59,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Jul., 2000",2000/07,44,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Aug., 2000",2000/08,63,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Sep., 2000",2000/09,41,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Oct., 2000",2000/10,49,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Nov., 2000",2000/11,55,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2000,2000,"Dec., 2000",2000/12,52,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Jan., 2001",2001/01,72,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Feb., 2001",2001/02,66,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Mar., 2001",2001/03,66,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Apr., 2001",2001/04,54,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"May, 2001",2001/05,76,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Jun., 2001",2001/06,59,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Jul., 2001",2001/07,64,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Aug., 2001",2001/08,66,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Sep., 2001",2001/09,65,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Oct., 2001",2001/10,61,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Nov., 2001",2001/11,69,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2001,2001,"Dec., 2001",2001/12,72,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Jan., 2002",2002/01,93,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Feb., 2002",2002/02,81,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Mar., 2002",2002/03,66,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Apr., 2002",2002/04,107,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"May, 2002",2002/05,69,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Jun., 2002",2002/06,68,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Jul., 2002",2002/07,64,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Aug., 2002",2002/08,82,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Sep., 2002",2002/09,56,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Oct., 2002",2002/10,97,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Nov., 2002",2002/11,87,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2002,2002,"Dec., 2002",2002/12,94,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2003,2003,"Jan., 2003",2003/01,102,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2003,2003,"Feb., 2003",2003/02,92,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2003,2003,"Mar., 2003",2003/03,106,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2003,2003,"Apr., 2003",2003/04,109,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2003,2003,"May, 2003",2003/05,98,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
"",Census Region 3: South,CENS-R3,Female,F,45-54 years,45-54,2003,2003,"Jun., 2003",2003/06,78,Not Applicable,Not Applicable,WONDER-SEX-10Yr-Cenus Region-1999-2010.xls,1999,2010
