"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Census Region","Census Region Code","Year","Year Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2006","2006",538,4865007,11.1,10.1,12.0,0.5
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2007","2007",483,4714008,10.2,9.3,11.2,0.5
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2008","2008",537,4562335,11.8,10.8,12.8,0.5
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2009","2009",520,4440315,11.7,10.7,12.7,0.5
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2010","2010",539,4392262,12.3,11.2,13.3,0.5
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2011","2011",567,4395436,12.9,11.8,14.0,0.5
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2012","2012",597,4362709,13.7,12.6,14.8,0.6
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2013","2013",651,4304360,15.1,14.0,16.3,0.6
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2014","2014",764,4217939,18.1,16.8,19.4,0.7
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2015","2015",876,4112429,21.3,19.9,22.7,0.7
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2016","2016",1097,3973356,27.6,26.0,29.2,0.8
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2017","2017",1355,3941599,34.4,32.5,36.2,0.9
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2018","2018",1242,3965227,31.3,29.6,33.1,0.9
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2019","2019",1352,4018603,33.6,31.9,35.4,0.9
,"40-44 years","40-44","Census Region 2: Midwest","CENS-R2","2020","2020",1798,4099073,43.9,41.8,45.9,1.0
,"40-44 years","40-44","Census Region 3: South","CENS-R3","1999","1999",489,7769866,6.3,5.7,6.9,0.3
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2000","2000",625,7882162,7.9,7.3,8.6,0.3
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2001","2001",776,8048258,9.6,9.0,10.3,0.3
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2002","2002",853,8107166,10.5,9.8,11.2,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2003","2003",950,8155151,11.6,10.9,12.4,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2004","2004",985,8228686,12.0,11.2,12.7,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2005","2005",933,8219643,11.4,10.6,12.1,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2006","2006",1010,8132557,12.4,11.7,13.2,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2007","2007",1042,8013001,13.0,12.2,13.8,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2008","2008",1005,7878950,12.8,12.0,13.5,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2009","2009",999,7759821,12.9,12.1,13.7,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2010","2010",993,7744177,12.8,12.0,13.6,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2011","2011",1072,7842754,13.7,12.9,14.5,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2012","2012",1021,7903124,12.9,12.1,13.7,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2013","2013",1002,7905245,12.7,11.9,13.5,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2014","2014",1177,7857918,15.0,14.1,15.8,0.4
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2015","2015",1345,7758201,17.3,16.4,18.3,0.5
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2016","2016",1648,7592002,21.7,20.7,22.8,0.5
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2017","2017",1801,7575333,23.8,22.7,24.9,0.6
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2018","2018",1823,7612770,23.9,22.8,25.0,0.6
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2019","2019",2001,7698088,26.0,24.9,27.1,0.6
,"40-44 years","40-44","Census Region 3: South","CENS-R3","2020","2020",3199,7868054,40.7,39.2,42.1,0.7
,"40-44 years","40-44","Census Region 4: West","CENS-R4","1999","1999",618,4940898,12.5,11.5,13.5,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2000","2000",505,4995196,10.1,9.2,11.0,0.4
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2001","2001",422,5093365,8.3,7.5,9.1,0.4
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2002","2002",669,5129225,13.0,12.1,14.0,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2003","2003",604,5144815,11.7,10.8,12.7,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2004","2004",650,5169146,12.6,11.6,13.5,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2005","2005",603,5125093,11.8,10.8,12.7,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2006","2006",591,5047934,11.7,10.8,12.7,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2007","2007",618,4953153,12.5,11.5,13.5,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2008","2008",588,4884200,12.0,11.1,13.0,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2009","2009",674,4838914,13.9,12.9,15.0,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2010","2010",560,4862713,11.5,10.6,12.5,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2011","2011",582,4939695,11.8,10.8,12.7,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2012","2012",539,4966236,10.9,9.9,11.8,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2013","2013",537,4943688,10.9,9.9,11.8,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2014","2014",524,4919892,10.7,9.7,11.6,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2015","2015",540,4862732,11.1,10.2,12.0,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2016","2016",522,4783145,10.9,10.0,11.8,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2017","2017",557,4815334,11.6,10.6,12.5,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2018","2018",578,4856055,11.9,10.9,12.9,0.5
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2019","2019",743,4911995,15.1,14.0,16.2,0.6
,"40-44 years","40-44","Census Region 4: West","CENS-R4","2020","2020",1126,5012165,22.5,21.2,23.8,0.7
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","1999","1999",267,3827827,7.0,6.1,7.8,0.4
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2000","2000",287,3901418,7.4,6.5,8.2,0.4
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2001","2001",328,3999764,8.2,7.3,9.1,0.5
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2002","2002",379,4095183,9.3,8.3,10.2,0.5
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2003","2003",459,4179923,11.0,10.0,12.0,0.5
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2004","2004",354,4245485,8.3,7.5,9.2,0.4
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2005","2005",464,4296632,10.8,9.8,11.8,0.5
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2006","2006",553,4336626,12.8,11.7,13.8,0.5
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2007","2007",507,4332215,11.7,10.7,12.7,0.5
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2008","2008",560,4317067,13.0,11.9,14.0,0.5
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2009","2009",484,4310862,11.2,10.2,12.2,0.5
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2010","2010",476,4278341,11.1,10.1,12.1,0.5
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2011","2011",544,4176212,13.0,11.9,14.1,0.6
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2012","2012",581,4091432,14.2,13.0,15.4,0.6
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2013","2013",662,3993227,16.6,15.3,17.8,0.6
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2014","2014",727,3897869,18.7,17.3,20.0,0.7
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2015","2015",860,3840665,22.4,20.9,23.9,0.8
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2016","2016",1109,3779939,29.3,27.6,31.1,0.9
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2017","2017",1231,3719666,33.1,31.2,34.9,0.9
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2018","2018",1367,3598969,38.0,36.0,40.0,1.0
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2019","2019",1272,3480573,36.5,34.5,38.6,1.0
,"45-49 years","45-49","Census Region 1: Northeast","CENS-R1","2020","2020",1547,3356559,46.1,43.8,48.4,1.2
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","1999","1999",188,4579811,4.1,3.5,4.7,0.3
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2000","2000",273,4667583,5.8,5.2,6.5,0.4
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2001","2001",297,4788056,6.2,5.5,6.9,0.4
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2002","2002",349,4889419,7.1,6.4,7.9,0.4
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2003","2003",352,4983903,7.1,6.3,7.8,0.4
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2004","2004",425,5042663,8.4,7.6,9.2,0.4
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2005","2005",506,5092828,9.9,9.1,10.8,0.4
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2006","2006",598,5132953,11.7,10.7,12.6,0.5
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2007","2007",564,5114276,11.0,10.1,11.9,0.5
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2008","2008",583,5070233,11.5,10.6,12.4,0.5
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2009","2009",662,5027738,13.2,12.2,14.2,0.5
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2010","2010",685,4953053,13.8,12.8,14.9,0.5
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2011","2011",705,4772234,14.8,13.7,15.9,0.6
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2012","2012",696,4623293,15.1,13.9,16.2,0.6
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2013","2013",742,4476519,16.6,15.4,17.8,0.6
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2014","2014",748,4361397,17.2,15.9,18.4,0.6
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2015","2015",878,4314200,20.4,19.0,21.7,0.7
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2016","2016",1171,4303192,27.2,25.7,28.8,0.8
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2017","2017",1320,4271171,30.9,29.2,32.6,0.9
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2018","2018",1160,4204021,27.6,26.0,29.2,0.8
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2019","2019",1207,4111674,29.4,27.7,31.0,0.8
,"45-49 years","45-49","Census Region 2: Midwest","CENS-R2","2020","2020",1549,4004839,38.7,36.8,40.6,1.0
,"45-49 years","45-49","Census Region 3: South","CENS-R3","1999","1999",329,6877933,4.8,4.3,5.3,0.3
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2000","2000",443,7046246,6.3,5.7,6.9,0.3
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2001","2001",607,7286482,8.3,7.7,9.0,0.3
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2002","2002",698,7512915,9.3,8.6,10.0,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2003","2003",831,7703163,10.8,10.1,11.5,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2004","2004",951,7856555,12.1,11.3,12.9,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2005","2005",920,8022394,11.5,10.7,12.2,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2006","2006",1054,8171436,12.9,12.1,13.7,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2007","2007",1169,8249938,14.2,13.4,15.0,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2008","2008",1155,8315260,13.9,13.1,14.7,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2009","2009",1247,8386064,14.9,14.0,15.7,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2010","2010",1198,8374907,14.3,13.5,15.1,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2011","2011",1259,8219706,15.3,14.5,16.2,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2012","2012",1183,8074023,14.7,13.8,15.5,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2013","2013",1082,7916541,13.7,12.9,14.5,0.4
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2014","2014",1239,7815760,15.9,15.0,16.7,0.5
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2015","2015",1421,7834400,18.1,17.2,19.1,0.5
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2016","2016",1623,7943755,20.4,19.4,21.4,0.5
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2017","2017",1912,8028570,23.8,22.7,24.9,0.5
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2018","2018",1697,8021863,21.2,20.1,22.2,0.5
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2019","2019",1823,7947528,22.9,21.9,24.0,0.5
,"45-49 years","45-49","Census Region 3: South","CENS-R3","2020","2020",2628,7830908,33.6,32.3,34.8,0.7
,"45-49 years","45-49","Census Region 4: West","CENS-R4","1999","1999",590,4368636,13.5,12.4,14.6,0.6
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2000","2000",482,4477157,10.8,9.8,11.7,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2001","2001",428,4624681,9.3,8.4,10.1,0.4
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2002","2002",647,4754771,13.6,12.6,14.7,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2003","2003",697,4855687,14.4,13.3,15.4,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2004","2004",718,4920559,14.6,13.5,15.7,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2005","2005",786,5005317,15.7,14.6,16.8,0.6
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2006","2006",823,5074271,16.2,15.1,17.3,0.6
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2007","2007",780,5103332,15.3,14.2,16.4,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2008","2008",851,5118413,16.6,15.5,17.7,0.6
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2009","2009",860,5137581,16.7,15.6,17.9,0.6
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2010","2010",700,5102290,13.7,12.7,14.7,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2011","2011",691,4989853,13.8,12.8,14.9,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2012","2012",697,4900731,14.2,13.2,15.3,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2013","2013",636,4822019,13.2,12.2,14.2,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2014","2014",629,4813016,13.1,12.0,14.1,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2015","2015",553,4864579,11.4,10.4,12.3,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2016","2016",591,4920737,12.0,11.0,13.0,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2017","2017",617,4954451,12.5,11.5,13.4,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2018","2018",602,4922282,12.2,11.3,13.2,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2019","2019",654,4857976,13.5,12.4,14.5,0.5
,"45-49 years","45-49","Census Region 4: West","CENS-R4","2020","2020",984,4778300,20.6,19.3,21.9,0.7
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","1999","1999",145,3368253,4.3,3.6,5.0,0.4
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2000","2000",113,3481885,3.2,2.6,3.8,0.3
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2001","2001",192,3667237,5.2,4.5,6.0,0.4
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2002","2002",207,3639164,5.7,4.9,6.5,0.4
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2003","2003",259,3679347,7.0,6.2,7.9,0.4
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2004","2004",194,3742611,5.2,4.5,5.9,0.4
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2005","2005",300,3817128,7.9,7.0,8.7,0.5
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2006","2006",363,3893872,9.3,8.4,10.3,0.5
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2007","2007",411,3989206,10.3,9.3,11.3,0.5
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2008","2008",481,4082495,11.8,10.7,12.8,0.5
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2009","2009",374,4163046,9.0,8.1,9.9,0.5
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2010","2010",437,4217471,10.4,9.4,11.3,0.5
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2011","2011",479,4258557,11.2,10.2,12.3,0.5
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2012","2012",561,4253225,13.2,12.1,14.3,0.6
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2013","2013",664,4236674,15.7,14.5,16.9,0.6
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2014","2014",706,4223538,16.7,15.5,17.9,0.6
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2015","2015",856,4172396,20.5,19.1,21.9,0.7
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2016","2016",1189,4067657,29.2,27.6,30.9,0.8
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2017","2017",1349,3982513,33.9,32.1,35.7,0.9
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2018","2018",1297,3851801,33.7,31.8,35.5,0.9
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2019","2019",1481,3737855,39.6,37.6,41.6,1.0
,"50-54 years","50-54","Census Region 1: Northeast","CENS-R1","2020","2020",1694,3668994,46.2,44.0,48.4,1.1
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","1999","1999",69,3852322,1.8,1.4,2.3,0.2
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2000","2000",116,4006619,2.9,2.4,3.4,0.3
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2001","2001",188,4266011,4.4,3.8,5.0,0.3
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2002","2002",187,4282976,4.4,3.7,5.0,0.3
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2003","2003",182,4364991,4.2,3.6,4.8,0.3
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2004","2004",254,4469724,5.7,5.0,6.4,0.4
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2005","2005",333,4581920,7.3,6.5,8.0,0.4
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2006","2006",415,4680783,8.9,8.0,9.7,0.4
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2007","2007",449,4789472,9.4,8.5,10.2,0.4
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2008","2008",510,4891098,10.4,9.5,11.3,0.5
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2009","2009",526,4958068,10.6,9.7,11.5,0.5
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2010","2010",587,5005332,11.7,10.8,12.7,0.5
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2011","2011",656,5040295,13.0,12.0,14.0,0.5
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2012","2012",691,5011418,13.8,12.8,14.8,0.5
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2013","2013",777,4959403,15.7,14.6,16.8,0.6
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2014","2014",890,4907003,18.1,16.9,19.3,0.6
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2015","2015",885,4799204,18.4,17.2,19.7,0.6
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2016","2016",1085,4630156,23.4,22.0,24.8,0.7
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2017","2017",1317,4485331,29.4,27.8,30.9,0.8
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2018","2018",1070,4335651,24.7,23.2,26.2,0.8
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2019","2019",1146,4215260,27.2,25.6,28.8,0.8
,"50-54 years","50-54","Census Region 2: Midwest","CENS-R2","2020","2020",1474,4163960,35.4,33.6,37.2,0.9
,"50-54 years","50-54","Census Region 3: South","CENS-R3","1999","1999",142,6015106,2.4,2.0,2.7,0.2
,"50-54 years","50-54","Census Region 3: South","CENS-R3","2000","2000",214,6249485,3.4,3.0,3.9,0.2
,"50-54 years","50-54","Census Region 3: South","CENS-R3","2001","2001",304,6646761,4.6,4.1,5.1,0.3
,"50-54 years","50-54","Census Region 3: South","CENS-R3","2002","2002",413,6668132,6.2,5.6,6.8,0.3
